word,weight
enggan,-5
cengkeram,-4
tinggal,-3
laten,-5
luluh lantak,-5
todong,-5
sogo,-4
fiskal,-3
tekak,-4
perlahan lahan,-4
onyak anyik,-4
rembet,-4
fungsionaris,-3
kembang,-4
dugal,-5
receh,-4
dobel,-3
cemas,-4
celemotan,-4
tanur,-4
sombong,-3
faktor,-4
anu,-3
persuasi,-3
welas,-3
mangau,-4
ulung,-4
seraga,-3
bait,-3
terima,-3
aspiran,-5
dansa,-4
hunjam,-3
friksi,-5
pematang,-4
lenyap,-5
api api,-4
gidik,-4
mesut,-4
sanggit,-3
seret,-3
mesum,-5
sukat,-5
golak,-5
hening,-4
tengking,-5
aspek,-3
amblas,-3
momok,-5
fundamental,-4
abuk,-3
gunduk,-3
beta,-3
kemplang,-5
abur,-5
selap,-3
tembelang,-5
rumah tangga,-4
jebeh,-5
nikmat,-3
babi buta,-4
tahun,-5
primer,-4
geligi,-4
bangkang,-4
fulanah,-3
tubuh,-3
bulat,-3
layon,-4
baginda,-3
selempang,-5
esak,-3
himpun,-4
kunjung,-4
belot,-5
kilah,-4
terang akal,-4
perih,-5
serobot,-3
es,-3
elak,-4
kerepot,-3
hadiah,-3
dedikasi,-3
sekat,-5
cek,-4
bumi,-3
moderator,-3
duli,-3
hebat,-4
berita,-4
layang,-3
layan,-5
selak,-5
buta,-3
fitnah,-4
nala,-3
sekop,-3
incit,-4
batung batung,-4
gesek,-3
rongkol,-5
tinju,-4
sengketa,-4
cilok,-3
asing,-4
kurang kurang,-3
daftar,-3
tahan,-4
perahu,-4
lekat,-4
khawatir,-5
ruang,-3
kisi,-3
hadiah,-3
ajang,-3
pegang,-4
kafetaria,-4
masai,-4
renyam,-3
patgulipat,-5
terali,-4
rad,-3
ijab,-4
meluluhlantakkan,-4
beron tak,-4
enjak,-3
beranda,-3
perus,-5
ahmak,-3
pepak,-3
ceroboh,-5
cacing pipih,-4
cuak,-4
bison,-3
pepat,-3
kotak,-3
anjak,-3
anak bedil,-3
tebal hati,-5
tenggak,-3
lampau,-4
cedera,-4
oven,-4
kumpul,-3
tumbu,-4
conteng,-3
satron,-5
rasialisme,-5
kilir,-3
gagu,-3
langking,-4
bicu,-3
dogol,-5
camping,-3
rugi,-5
kenang,-3
terban,-4
cutel,-4
amal,-4
caci maki,-5
analitis,-4
hipotesis,-3
sejuk,-3
pelik,-4
bubuk,-5
inhibisi,-4
hawar,-5
himpun,-3
tepi,-4
libat libat,-4
gamak,-4
tua,-4
kubra,-3
susuh,-4
ingsut,-3
cacau,-4
belis,-4
tinju,-3
oyak oyak,-4
embarau,-3
urut urut,-4
santak,-3
alobar,-4
musnah,-5
santap,-4
kembang biak,-3
resek,-4
kelas,-3
jalan bentar,-4
colak caling,-5
tun,-4
gelut,-4
cacat,-5
buntang,-4
rugi,-5
uring uring,-5
colok,-3
gedembai,-4
dupleks,-3
antusias,-3
rompeng,-4
sagang,-3
benderang,-3
tenggan,-3
cabar,-4
cabar,-4
celopar,-4
sungkit,-3
pongah,-5
tarung,-3
mara,-4
cabuh,-3
cupet,-5
ganjal,-4
rompak,-5
konotasi,-3
ajaib,-4
busut,-4
mangkel,-4
pacak,-4
ringan mulut,-4
main muda,-3
acau,-4
telan,-5
nyelekit,-4
balung,-4
selir,-5
pilon,-3
gingsir,-3
lalim,-5
suntik,-3
takul,-3
tebal,-3
merana,-4
tak,-3
bengkak,-4
balut,-3
duduk perut,-3
sahih,-3
hantam,-3
kaos,-4
kirai,-3
lembap,-4
orbit,-4
wimana,-4
peres,-3
gontok,-4
transformasi,-3
kolot,-5
rajin,-3
suap,-3
damai,-3
rincu,-4
balur,-4
mamang,-4
semangat,-3
asa,-3
pengaruh,-4
jarak,-4
patos,-5
perkakas,-3
alih bentuk,-3
asfal,-5
tunu,-4
tambak,-3
oyak,-4
siar,-4
injak,-3
hirup,-3
memble,-3
siat,-4
bonceng,-3
rucah,-5
penghisapan,-4
kasur,-4
susu,-4
rombong,-4
cukur,-4
selusuh,-3
gambar,-3
kacau,-4
timpuk,-5
main mata,-5
dongok,-5
jorok,-5
lebu,-3
lamban,-4
bijak,-4
sekongkol,-4
antagonisme,-4
hindar,-4
benta,-5
becak,-5
mengkal,-4
beban,-5
sekedup,-3
serikat,-3
tangkap,-3
ceronggah,-4
kait,-3
cerabih,-4
anak pinak,-3
tenggang,-3
perak,-4
coblos,-3
jompo,-3
dekat,-4
dendeng,-4
sedia,-3
ira,-3
gorek api,-4
safa,-4
riuh,-3
sembam,-4
gayung,-4
isotop,-3
selak,-3
kait,-3
bawa berat,-3
proses,-3
pandai,-4
imbal,-3
cicik,-4
kesah,-3
henyak,-4
insaf,-4
tunjuk,-3
latis,-4
tagut,-4
iring,-3
bebas,-4
pemberitahuan,-3
mungkar,-4
jejak,-4
serawak,-3
gurau,-4
cuka jawa,-5
marah,-4
pegari,-3
bulevar,-4
sendiri,-4
indusemen,-3
kacuk,-4
cicik,-5
kawan,-4
jurik,-4
leta,-5
berangai,-5
obrol,-4
cacing tanah,-4
tubuh,-3
asor,-5
dengung,-4
aduk,-3
sebit,-4
basmi,-5
parau,-4
tumpang,-3
tulah,-4
aswad,-4
jelma,-3
lampau,-5
tata,-4
bukti,-4
putar putar,-4
tipeks,-3
singkat,-3
apkir,-4
gonjak,-5
berat kepala,-5
debat,-5
gontok,-4
belai,-4
mikro,-3
gemas,-5
sembul,-3
tobak,-3
ampela,-5
hidup,-4
terang,-3
sembam,-4
gentar,-4
gombong,-3
pancur,-3
kopyor,-4
sipongang,-3
cabau,-4
tolol,-5
taji,-4
musibah,-5
gembung,-3
ibunda,-5
gemuk,-3
lombong,-3
gundu,-4
sulut,-4
cetek,-3
ganduh,-3
kabul,-3
naas,-5
cengkau,-4
anak cucu,-3
acak,-4
sembunyi sembunyi,-4
sepai,-5
manipulator,-4
iktikad,-4
antara,-3
cekok,-3
caran,-4
lebur,-3
kembar,-3
cabau,-3
divergensi,-4
rombeng,-3
redik,-5
bongok,-3
berus,-4
sentuk,-4
injak,-3
silih,-3
resah,-4
gelatak,-4
instansi,-3
kerik,-3
sempit,-4
jolak,-3
bersikukuh,-4
sokom,-4
hinggap,-3
ogah ogah,-4
drama,-4
kenes,-3
tepu,-3
usang,-5
terpa,-3
tarak,-3
opium,-3
kolam,-3
gigis,-4
selerang,-5
berat tulang,-4
tumor,-4
murka,-5
acu,-4
seberang,-3
tepi,-4
musuh,-5
jilat,-3
sangkal,-5
ikut,-3
penjuru,-3
gedor,-4
waham,-3
telinga lembut,-3
rayah,-5
denai,-4
farak,-3
salah tingkah,-4
garu,-4
langsai,-3
ganas,-4
tanggang,-5
adat,-5
bruto,-3
celuk,-3
baskom,-4
surih cakap,-5
rincis,-4
apit,-4
tatak,-4
telaah,-5
liang,-3
biarawati,-3
condong,-5
kotor,-5
luang,-3
mairat,-5
apit,-3
timbang,-3
sarit,-4
nyawa,-5
kotor,-5
geret,-3
senggau,-4
senggak,-5
kacip,-3
seksualitas,-5
juz,-4
dapat,-3
sarik,-3
bayar,-3
sia sia,-3
obar,-4
cena,-3
dusta,-4
berak,-5
tahu,-5
cuca,-5
antap,-5
tikam,-4
embek,-3
amin,-3
rongga,-3
landas pesawat udara,-4
larat larat,-4
tekad,-3
empuk,-4
tidur,-4
bidai,-4
konkurensi,-4
sanding,-5
delegasi,-4
isbat,-3
tinja,-5
lawan,-4
pengar,-4
ikan kena tuba,-4
ceriwis,-4
kutut,-3
genjang,-4
usul,-4
filo,-3
gesek,-4
babil,-4
hapus,-4
mupus,-3
jajal,-4
abolisi,-3
doa,-4
kawula,-3
compes,-4
atur,-4
kelipar,-4
jerepet,-3
hunjam,-4
pelet,-3
aparatus,-3
jelek,-5
sungguh,-3
tagih,-3
kacang,-4
lengah,-4
jauh hati,-3
conteng,-3
tumbuk akal,-5
lengas,-4
lepas,-5
gurau,-4
kharab,-5
keputusasaan,-5
palat,-5
validitas,-3
sinar,-3
sabak,-5
feses,-5
gebok,-3
teles,-4
palolo,-4
liang jimak,-4
tutup,-5
setor,-3
bunduk,-3
bodoh,-3
potel,-5
bendu,-4
mukim,-4
banat,-4
usrek,-5
keji,-3
serindai,-5
fatwa,-3
bahan,-4
lafal,-4
langkau,-5
gembrot,-3
tanda,-3
sistematik,-3
cekluk,-4
tensi,-4
suni,-4
modal,-3
sistematis,-3
larut,-5
lepas,-3
takar,-5
informasi,3
osteoporosis,-5
ajang,-3
geret,-3
hakam,-3
jengkang,-5
kerising,-4
turun,-5
kalang kabut,-4
urita,-3
kawin,-3
lerai,-3
geletik,-3
congek,-3
gosok,-5
angkut,-5
labuh,-4
ketus,-4
solek,-4
senyur,-4
dakwa,-4
sirep,-3
bunga hati,-3
tusuk nusuk,-4
pekik,-3
tumpas,-5
susur tangan,-3
safinah,-3
robek,-3
aplikasi,-4
mustaka,-3
tunggu,-3
cekat,-3
ketul,-3
cantol,-3
insinuasi,-4
terima nyata,-4
korupsi,-4
tongkrong,-4
olet,-3
turut,-3
jengkel,-4
teman,-3
gelup,-4
resah,-5
lalah,-5
belati,-4
lahang,-3
laur,-4
caplak,-4
anak,-3
gang,-4
telanjang,-3
oceh,-4
anggur,-4
puput,-3
buka mata,-3
kiamat,-3
sanggah,-4
tendang,-5
interupsi,-5
runjang,-3
sera,-5
jerat,-3
eklektis,-3
antara,-3
terpa,-3
cura,-5
sila,-4
serah jiwa raga,-4
aneksasi,-5
waras,-3
sun,-3
timbang,-3
darah,-4
sember,-4
cabang,-4
tambak,-5
cemar,-4
jeput,-3
drop,-4
mangut,-4
sorang,-3
dangkal,-4
spion,-3
luk,-3
kesomplok,-4
cengkelong,-5
pengang,-3
formal,-3
prosais,-3
seni,-4
gebung,-5
cemas,-3
gabal,-5
sayat hati,-4
sela,-5
belu belai,-4
bohong,-3
kembung,-3
kehuru hara,-4
keliru,-5
serabutan,-5
batuk,-4
rawat,-3
gerepes,-4
sayat,-5
balairung,-3
seru,-5
samar,-5
ingsut,-3
siklon,-4
tentang,-5
bunga,-3
rancap,-4
diskrepansi,-3
rancau,-3
pusu,-3
gencat,-5
tonggak,-4
puyan,-4
kerumun,-4
lalai,-3
enas,-5
muak,-5
lincah,-3
rancak,-4
telantar,-4
mati pucuk,-5
congkak,-3
apkir,-4
rapat rapat,-3
cakus,-4
gasak,-5
wujud,-3
morfin,-3
bongkong,-3
sabung nyawa,-3
gaul,-3
aco aco,-5
colek api,-4
sikat,-5
timbang,-5
ami,-3
bergajul,-5
erang,-3
slebor,-5
tebar,-5
birah,-3
aja,-3
caci,-5
keluh,-3
mulus,-5
tuah,-3
demek,-4
cekik,-4
lihai,-4
sempena,-3
taun,-5
gunung,-3
akar,-3
taut,-4
raguk,-3
tuas,-3
merdesa,-5
mala,-5
keder,-4
tugas,-3
camuk,-4
pusung,-3
kincit,-5
cemeh,-4
kafilah,-4
lolos,-4
hati walang,-3
pisah,-5
menceret,-5
inaugurasi,-3
jebur,-5
rompong,-3
tingau,-4
hapus,-3
tahi,-5
hina lanyak,-5
tapa,-3
sadau,-3
semangat,-4
permai,-4
cerita burung,-5
lusuh kelasah,-5
tuba,-5
serta,-3
tunda,-3
sandar,-4
narasi,-4
ons,-5
bengkok,-4
perut,-3
ketes,-3
timbang nimbang,-3
marah,-5
buang air,-3
sumbing,-4
seranah,-3
seman,-5
sigap,-3
wangsit,-3
cungkil,-4
uar,-3
bentak,-5
jodoh,-3
asumsi,-3
cupul,-5
lompat,-5
tulang,-4
arbitrer,-5
pikir,-3
kerosek,-3
jobak,-3
serenging,-5
tumbuk,-4
jongkok,-5
teks,-3
ranai,-4
hakiki,-4
geladir,-5
anak air,-4
sangsi,-5
embat,-4
susah,-5
garang,-5
bangkang,-4
lintar,-3
dangkap,-3
kejar,-3
sedia,-3
el,-3
erot,-4
temu roma,-4
mam,-5
serampang,-5
anjur,-3
bekicot,-4
bangle,-4
usik,-5
teladan,-3
patuk,-5
daya upaya,-4
patut,-5
taut,-4
sungkit,-4
lata,-5
bengkerap,-4
senat,-3
corak,-3
kerabat,-4
luntur,-3
baran,-5
deklarasi,-3
relevansi,-4
kedut,-4
idola,-3
toboh,-4
cerai,-3
senteng,-5
refleksi,-3
jihad,-3
simpatik,-4
timbul,-3
timbun,-3
cekluk,-3
kunarpa,-4
pialang,-3
tubuh,-3
udak,-3
berat ekor,-4
kasep,-4
keremus,-4
gagap,-5
patut matut,-3
cakap angin,-4
cercah,-5
kubur,-3
gembil,-4
hilang semangat,-4
reken,-3
bakar,-4
tengah,-5
sambit,-5
belingsat,-4
lembaga,-3
seluk beluk,-4
sita,-5
oyong,-4
buku,-5
belah,-3
tancap,-4
bebat,-3
susup,-3
pendek akal,-3
beli,-3
lengang,-4
sembilu,-4
mumi,-4
cempala mulut,-5
putih,-4
alas,-4
tetes darah,-3
bulsak,-4
gapura,-4
untung,-3
babil,-4
ajar,-5
angkup,-3
gereget,-4
tinju,-5
kisruh,-4
inferior,-4
kunyah,-4
titik berat,-3
ahli bahasa,-3
tengkar,-5
dampar,-5
cempelung,-5
tata,-3
gempur,-3
jemari,-4
resesi,-5
bongkar bangkir,-5
reca,-3
roh jahat,-4
pub,-4
berat otak,-4
tarak,-3
kias,-4
muram,-5
tutur bahasa,-3
basi,-5
singsing,-3
tindas,-4
sayu rayu,-3
tangis,-5
ampel,-3
haru,-4
lotre,-5
amtenar,-3
ketuat,-4
arik,-3
dongkel,-3
riuk,-3
wejang,-3
rompyok,-5
cincong,-4
bangai,-3
kuno,-5
ketumbu,-4
sengsara,-5
dina,-5
tekek,-3
keremus,-4
sapi jantan,-3
warta,-3
pumpun,-3
lawan,-4
sivilisasi,-3
batuk lelah,-4
lalu,-4
beda beda,-3
kapal,-3
laksana,-3
emper,-3
desak,-4
cetak,-5
tumpul otak,-3
tegak,-4
bentok,-4
suruk,-5
talun talun,-3
stori,-5
bongak,-5
tokok,-3
renyem,-3
ruyup,-5
embus,-3
hitung,-3
jamin,-5
kering,-3
cumbu,-3
gempita,-5
tarah,-3
kardinal,-4
edar,-3
pada,-3
lebar,-3
tumpas,-5
akar,-3
kilah,-4
gebang,-4
tonjol,-3
goyah gerak,-4
gema,-4
metode,-5
keras kerasan,-4
pantai,-4
karat,-4
pantak,-4
gara gara,-5
bara,-4
legalisasi,-3
gurau,-4
ginding,-4
tunggul,-3
karu,-5
kilang,-3
tosan aji,-4
mulut gapil,-4
agen,-3
tekan,-3
adab,-5
selinap,-5
doa,-3
timpang,-4
parlente,-4
sontak,-4
gendut,-3
gel,-3
sisalak,-4
zero,-3
lantak,-4
tian,-3
pasal,-4
simak,-5
main kayu,-3
azimat,-4
jalar,-3
kompleksitas,-4
kerkau,-4
garit,-3
selubung,-5
jembalang,-4
sirah,-5
agam,-3
silang selisih,-4
bangkit,-5
amah,-5
ceracau,-4
cegak,-4
ceracam,-4
korek,-4
watu,-3
dua,-3
indolen,-4
sapi,-3
goyah,-4
muflis,-4
kerabat,-3
kedai minum,-4
kabin,-3
pekir,-4
zikir,-3
lidi,-5
satu,-3
semaput,-4
kempa,-3
rangkul,-3
landas,-4
serang,-3
pukul,-3
ukir,-5
hamil,-5
bobol,-5
tumpang,-3
gaduh,-3
cengung,-3
hamik,-3
kambuh,-4
tukar,-3
tukas,-5
bahlul,-5
runyam,-3
makan bawang,-5
sodor,-3
ingsut,-3
sangit,-5
belendung,-3
malu mata,-4
bersiteguh,-4
aga,-3
temperas,-3
ranggah,-3
reput,-3
birah,-3
ayun,-3
berantas,-5
tudung lingkup,-5
nyenyak,-4
sumpek,-4
guam,-4
periksa,-5
kada,-3
langkap,-3
nyala,-4
inai,-4
garang,-4
giang,-3
rayah,-5
habis,-4
sangkut,-4
langkan,-3
ambil,-5
urun,-4
cemat,-5
nyenyat,-4
golak,-5
zina,-4
pikir,-3
cahaya,-3
noda,-5
talun,-3
bedel,-4
kasip,-5
sila,-4
sapit,-3
terpa,-4
keran,-4
selisih,-5
kerai,-4
oposisi,-3
hardik,-5
sifer,-3
sakat,-4
ranyah,-5
hambat,-5
gerombong,-4
rambak,-3
cadang,-5
gela,-3
daging tumbuh,-4
tongkat senduk,-3
serah,-4
lelembut,-4
tembis,-5
murus,-5
tukar akal,-4
mundur,-5
rengeh,-3
angit,-5
tajak,-3
porak poranda,-5
jungkal,-5
reba,-5
laden,-5
retak,-4
belulang,-3
jembel,-5
bersih,-4
biksah,-5
mayit,-4
sampuk,-4
inga,-4
afiliasi,-4
kaki ayam,-3
sesuai bunyi,-3
kendur,-3
gelogok,-3
hancur,-4
cengung,-3
lambang,-3
pangku tangan,-4
redik,-5
bangkai,-4
defisit,-3
getar,-3
kelangkan,-3
tapa tapa,-3
semenggah,-5
kejar,-5
baktau,-5
cacing,-4
gabung,-3
uyuh,-3
pilu,-5
baik,-3
regu,-3
cendala,-5
kempis,-3
awal,-3
panggang,-4
rukun,-3
bambung,-3
perlus,-4
bandit,-5
omong,-4
geleng,-3
cela,-5
seberang,-3
palit palit,-4
sembahyang,-3
gaung,-3
sembur,-4
sabung,-3
lecap,-4
dapra,-3
bocor,-4
himpun,-4
sara bara,-5
banteng,-3
gamit,-3
sempuras,-3
onyok,-3
kabinet,-3
sera,-3
maherat,-4
onak,-4
cabuh,-3
kuliah,-4
rapun,-4
gosok,-3
dum,-3
rasio,-4
satire,-3
getap,-4
jerumus,-4
jeraus,-3
pa,-5
selalu,-3
khabis,-3
muka,-3
sadur,-3
pangkal kerongkongan,-5
iman,-3
masak,-3
cium,-3
awut,-4
kronis,-5
parokial,-3
cotok,-3
antun,-3
kuyu,-5
pasang hidup,-3
udara,-4
biji buah,-3
mitra,-4
tabung,-3
suka suka,-3
perli,-5
abon,-4
dinasti,-3
cegah,-5
beranang,-3
nanar,-4
nakal,-5
dungas,-3
senyap,-4
muat,-5
tindas,-5
grip,-4
buruk,-4
huda,-3
kayangan,-5
alai belai,-3
domba,-3
siksa,-5
sumpah serapah,-5
kotor,-5
rim,-3
cerup,-3
jotos,-5
ragam,-4
goyang,-4
geladah,-3
lingsir,-5
open,-3
obsolet,-5
bengis,-5
ongkang ongkang,-4
anggai,-3
gemeletek,-4
maki,-5
otak telur,-5
gering,-5
paku,-3
padu,-3
telanjang,-4
rute,-4
konsistensi,-3
akhlak,-4
pusing keling,-5
nyanyang,-5
dekil,-5
tapak kaki,-3
bonus,-3
cahari,-3
partai,-3
seluk beluk,-4
gemblung,-3
kenyih,-4
tambus,-4
gaduh,-5
bentrok,-5
paganisme,-5
cinta,-3
seko,-3
gabuk,-4
tiup tiup,-3
seloroh,-4
keletah,-3
sampur,-3
pamer,-3
laksana,-4
rencah,-4
dongkol,-5
sampul,-3
sampuk,-3
langis,-5
cempera,-5
malapetaka,-5
ampu,-5
peluru,-3
tim,-4
sorong,-3
lacur,-5
diskredit,-4
kendati,-3
pasak,-4
kolusi,-5
buka,-3
izin,-4
garib,-4
hirup,-3
debar,-4
panji panji,-3
rengsa,-4
saksama,-5
guyon,-4
butek,-3
sama,-3
remang,-3
tapak,-4
kolaps,-5
bengap,-3
sabot,-3
tekan,-3
kecipir,-3
tentang,-4
dwiganda,-3
gaung,-3
aib,-5
ruak,-4
teknik,-4
khalwat,-3
wasit,-3
tampik,-4
tidakjelasan,-5
empang,-3
ganggang,-3
kukuh,-3
gunting,-3
jelu,-3
pretel,-4
intimidasi,-5
hadang,-5
sepit,-3
cerup,-3
jariji,-4
hukum arestasi,-3
didis,-4
didih,-3
babat,-4
sendi,-4
bukat,-4
sunam,-3
kotor,-4
garis,-3
kejut,-3
tanggulang,-5
tubruk,-4
kukul,-3
jembatan,-2
sambar,-3
tumandang,-3
begana,-4
alamiah,-3
hantam kromo,-4
babil,-4
puaka,-3
azab,-3
pikat,-4
laknat,-5
pura pura,-4
lungkang,-4
cura,-4
kasim,-4
loya,-4
bembam,-4
kedut,-5
telimpuh,-3
coba,-5
hengkang,-4
akreditasi,-3
darat,-4
leler,-4
senior,-3
tindas,-5
dompleng,-3
dahiat,-5
semak,-5
geligis,-4
minimal,-3
garit,-3
haru biru,-5
cempung,-4
madat,-3
parlemen,-3
tanggung,-3
ceruk,-3
talenan,-5
odoh,-5
budek,-3
jarum,-5
barbar,-5
tampuk,-3
sobek,-3
perang hati,-4
bingung,-3
peniti,-4
munding,-3
letup,-3
letus,-4
modar,-5
duyun duyun,-3
tengking,-5
ayun,-3
tempel,-3
singkat akal,-3
salak,-3
kebun,-4
hasad,-5
sanggah,-4
ziarah,-4
gilas,-4
selektif,-3
anak cucu,-3
gelegak,-3
muntup,-3
badan,-3
udak,-4
alahan,-3
keras,-4
kelamin,-3
oyok,-4
kunjung,-3
gelung,-3
rongga,-3
kelengar,-4
lopak lapik,-4
timpal,-5
mariyuana,-3
mahkamah,-3
tabur,-5
jerohok,-4
ringkik,-3
caba,-4
anekdot,-4
tenggarang,-4
embus,-4
kobar,-3
gelingsir,-3
leduk,-4
serengit,-4
sentil,-5
menggelinyau,-3
gondol,-5
kelimut,-3
gorong gorong,-4
aksa,-4
dengus,-3
mikat,-4
serik,-3
otak ayam,-5
kenyam,-3
begal,-5
ingkar,-3
grup,-4
runtun,-5
hina caci,-5
benah hati,-3
luncas,-3
kecoh,-4
darat,-3
syak,-3
lakon,-4
gumam,-3
bimbang,-5
tengkoh,-3
korup,-5
cura,-3
pranatal,-3
kerubung,-4
sepit,-3
uras,-3
adu mulut,-4
kulak,-3
cantrik,-3
titi,-3
gerombol,-4
invalid,-5
besi tua,-4
brokat,-4
cempera,-5
gagal,-3
nilai,-4
khatimah,-3
argumen,-4
keropok,-3
draw,-3
kuak,-5
amuk,-4
beslah,-4
cacing pita,-4
lelung,-3
tubuh,-4
batang,-4
beol,-5
caruk,-4
cengkam,-4
kenan,-3
bagus,3
banding,-3
carut,-5
sipongang,-3
bajak,-5
ladang,-4
awur,-4
aiku,-5
khianat,-5
pasok,-3
goyah,-4
tuntut,-3
cengger,-3
timpuk,-5
centang,-5
cacing palolo,-4
gagang,-5
cacing hitadid,-4
reaksi,-5
lipat ganda,-3
landai,-3
keping keping,-5
agak,-3
jalan layang,-4
gamat,-5
kocok,-3
bentak,-5
rum,-3
bentan,-4
ngeang,-4
mati,-5
miskin,-5
suram,-5
pekuk,-3
asmara,-4
praduga,-3
rejeng,-3
biak,-3
trayek,-4
arik,-3
wakil,-3
implikasi,-3
pulang,-3
posisi,-5
demonstrasi,-3
ambang,-5
penat,-4
kecewa,-3
caci maki,-5
tangkal,-4
banding,-3
travesti,-5
memang,-3
fatal,-5
celih,-4
manasuka,-4
perang mulut,-5
adam,-5
tasyakur,-4
goyang,-4
sayung,-4
embah,-3
sabil,-4
puruk,-4
manifestasi,-3
barut,-3
pantang,-4
sabit,-3
bahaya,-5
bohong,-4
takluk,-4
oleng,-3
beloon,-3
terkam,-4
horor,-5
lutu,-4
suka hati,-3
bantar,-4
akut,-5
ikhtisar,-3
guncang,-3
tanggul,-3
usak,-3
serampang,-5
presentasi,-3
kikis,-5
comblang,-5
jalang,-4
hasut,-4
polusi,-4
sumarah,-4
seleder,-5
firasat,-4
buncah,-5
yunior,-4
korup,-5
kabil,-4
kapuk,-3
fosil,-4
puaka,-4
ogel,-4
kecam,-5
biji mata,-3
bisa,-5
purbasangka,-3
kafe,-4
tampak,-3
kecap,-4
jarum,-4
awut awut,-5
jepit,-4
tugal,-4
kicik,-3
mesra,-3
gelopak,-4
senang,-3
rekam,-3
dapat,-4
khawatir,-4
peretel,-4
ngotot,-4
kontak,-4
panjat doa,-3
tunang,-4
karang,-4
bilik,-3
tentang,-5
tumbang vertikal,-3
serasi,-4
susul,-3
ikat rambut,-4
pera perai,-5
upah,-3
leja,-5
cebur,-5
tenang,-4
manggak,-5
tengkar,-5
getun,-4
polan,-3
burai,-5
tengku,-4
kecantol,-3
bala bencana,-5
menceng,-4
celoteh,-4
sesat pusat,-4
bendoro,-4
tipu,-3
aksioma,-3
ekor,-3
broker,-3
hadiah,-3
warna,-3
cerkau,-4
empas,-5
ganda,-3
belas,-3
kejar,-4
tua bangka,-3
gali,-4
daki,-4
budaya,-5
bulan,-4
sesal,-5
menghancurluluhkan,-4
bahtera,-3
jiplak,-3
dedemit,-4
belit,-3
janggal,-4
tingkuh,-4
taruh syak,-3
pincang,-4
sudi,-3
raut,-3
desa,-3
halang,-5
penis,-5
urgen,-4
pidana,-3
badai,-4
seringing,-4
jajah,-5
anak bukit,-4
risak,-4
redang,-4
salak,-3
ancai,-5
sawar,-5
ambau,-5
rida,-3
hujah,-4
wejang,-3
sosi,-5
gembol,-4
sirkuler,-3
timah panas,-3
tukik,-4
lorong,-4
taruh,-3
roda,-5
daras,-5
gadai,-3
sudu,-3
jeran,-3
megat,-3
tegang,-4
slip,-5
hangat,-3
jerit,-3
hisap,-3
pojok,-4
silu,-5
pentung pentung,-4
dera,-5
talas,-3
gebos,-5
dusta,-4
cuai,-4
caran,-3
resap,-3
jelek jelek,-4
usul,-3
sepenuh,-3
tedak,-4
pales,-4
desak,-4
gempur,-4
rintik,-3
solokan,-4
brengsek,-5
gaduh,-4
hawa,-4
sulalah,-3
batas,-3
ranyah,-5
junam,-4
terjang,-3
alkisah,-4
randu,-4
gulana,-4
kromatis,-3
belai,-3
gigih,-4
obral,-3
gurau senda,-4
batal,-5
batas,-3
gelagat,-4
gegetun,-4
gali gali,-4
awan,-3
cecap,-5
lepek,-4
pegal hati,-4
wedus,-3
sangga,-3
sertifikat,-4
butut,-5
rendah,-5
rusa,-4
cium,-3
plongah plongoh,-3
sobat,-4
tanggal,-4
wawa,-3
adu lidah,-3
memorakporandakan,-3
lengkap,-3
butuh,-5
murka,-4
kandung,-3
ikat janji,-4
dungu,-5
lulur,-3
kelati,-3
raba,-3
jamin,-5
engkau,-4
cempung,-4
antara,-4
buhuk,-4
semprot,-5
gosok,-3
lindap,-3
sungguhpun,-3
auta,-4
harap harap,-5
geret,-4
ingar,-5
labuda,-3
nihil,-4
selokan,-4
juru damai,-3
hantar,-5
lesu,-5
suram,-5
titi,-4
surah,-4
hukum,-3
amburadul,-5
cecer,-3
coret,-3
buang air,-5
peras,-4
cekuh,-3
langka,-5
riang gembira,-3
ambal,-4
bentang,-3
entak,-3
ribut,-5
hambat,-4
noda,-5
guyub,-3
globe,-3
cerai berai,-5
randek,-3
lerak,-4
banal,-3
bogem,-5
kritik,-5
sekutu allah,-5
menir,-4
terjun,-5
hampa,-3
sangkak,-5
gelisah,-4
ladah,-5
calit,-5
langgar,-4
tumbang,-3
keruh,-3
injeksi,-3
bangang,-3
tunjang,-3
residivis,-5
deras,-3
kritis,-5
sekutu,-5
bobot,-5
peruk,-4
lajat,-5
linang,-3
celonok,-3
tamu,-4
kaus,-4
buncah,-4
kewalahan,-3
kernyih,-4
mudik,-3
melankoli,-5
hardik,-5
kanak kanak anyir,-3
timbang,-3
satu,-4
ragu,-4
dasar,-4
cirit,-5
lungse,-4
cerabah,-5
orang halus,-4
bufer,-3
abar,-5
sempurna,-3
raja,-3
bimbing,-3
buas,-5
kuat,-4
belit,-3
tanam,-5
sajen,-4
anak penak,-3
liplap,-3
kocok,-3
caci,-5
zat mabuk,-3
gamak,-4
retas,-3
pariwara,-3
gamam,-4
aru,-5
lewat,-3
tenggang,-4
sedot,-3
adegan,-4
capak,-4
kufur,-5
capai,-5
kerbau,-3
bercak,-5
lumer,-3
layak,-5
sirap,-4
selak,-4
kumbang,-4
vagina,-4
ulas pers,-3
gulung tikar,-5
absorpsi,-3
cabik,-3
latah,-5
puak puak,-4
henti,-5
kekol,-3
seladang,-3
ihwal,-4
cendekia,-4
gohong,-3
kubur,-3
amandel,-5
kepetang,-3
pasang,-3
kelompang,-3
selesai,-4
ras,-4
udi,-5
tilas,-3
sakit sakit,-4
asal,-5
hampa,-5
bendung,-3
